record_id,molecule_name,cas_rn,cas_status,pubchem_cid,molecular_formula,inchikey,canonical_smiles,partition,formula_group,component_scope,elemental_scope,mixture_flag,oxygenate_flag,aromaticity_class,structure_class,density_screening_flag_ge_0_90_g_cm3,X01,X02,X03,X04,X05,X06,X07,Y01,Y02,Y03,Y04,Y05,Y06,Y07,reference_map
HC-0135,3-Methyloctane,2216-33-3,reported,16664,C9H20,SEEOMASXHIJCDV-UHFFFAOYSA-N,CCCCCC(C)CC,development,C9H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,128.259,2.22222222222222,0.0,0.0,1.0,0.693147180559945,6.125,44.126,31.505963999999995,0.714,-107.6,144.2,32.0,0.6514,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0479；Y07→REF-0479
HC-0136,4-Methylnonane,17301-94-9,reported,28455,C10H22,IALRSQMWHFKJJA-UHFFFAOYSA-N,CCCCCC(C)CCC,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,1.0,0.693147180559945,7.11111111111111,44.057,32.238269179999996,0.73174,-99.0,165.7,44.0,0.8809,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0319；Y03→REF-0319；Y04→REF-0320；Y05→REF-0320；Y06→REF-0479；Y07→REF-0482
HC-0137,Farnesane,3891-98-3,reported,19773,C15H32,YFHFHLSMISYUAQ-UHFFFAOYSA-N,CCC(C)CCCC(C)CCCC(C)C,development,C15H32,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,212.421,2.13333333333333,0.0,0.0,3.0,1.09861228866811,9.2421875,43.848,33.6840336,0.7682,-19.8,251.95,101.0,1.9978,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0321；Y06→REF-0479；Y07→REF-0482
HC-0138,"Heptane, 2,3,6-trimethyl-",4032-93-3,reported,19944,C10H22,IHPXJGBVRWFEJB-UHFFFAOYSA-N,CC(C)CCC(C)C(C)C,development,C10H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,142.286,2.2,0.0,0.0,3.0,1.6094379124341,4.7603305785124,44.057,32.425952,0.736,-78.4,156.0,34.85,0.8088,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0139,(+)-Limonene,5989-27-5,reported,440917,C10H16,XMGQYMWWDOXHJM-JTQLQIEISA-N,C=C(C)C1CC=C(C)CC1,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,136.238,1.6,0.0,1.0,3.0,0.693147180559945,3.04628040762656,42.1,34.304343,0.81483,-74.0,178.0,48.0,0.9834,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0322；Y03→REF-0322；Y04→REF-0323；Y05→REF-0324；Y06→REF-0479；Y07→REF-0482
HC-0140,"1,1,3-Trimethylcyclopentane",4516-69-2,reported,20615,C8H16,OBKHYUIZSOIEPG-UHFFFAOYSA-N,CC1CCC(C)(C)C1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,2.0,1.09861228866811,1.75,43.423,33.4487369,0.7703,-142.4,104.9,-0.05,0.5263,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0141,"1,1-Dimethylcyclohexane",590-66-9,reported,11549,C8H16,QEGNUYASOUJEHD-UHFFFAOYSA-N,CC1(C)CCCCC1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,1.0,1.6094379124341,2.08264462809917,43.346,32.66467868,0.75358,-34.02,119.85,10.16,0.8628,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0325；Y02→REF-0325/REF-0001；Y03→REF-0001；Y04→REF-0326；Y05→REF-0327；Y06→REF-0481；Y07→REF-0479
HC-0142,"1,2,4-Trimethylcyclohexane",2234-75-5,reported,91517,C9H18,VCJPCEVERINRSG-UHFFFAOYSA-N,CC1CCC(C)C(C)C1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,3.0,0.693147180559945,2.72222222222222,43.423,34.3389084,0.7908,-86.4,141.85,25.18,0.7157,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0127；Y03→REF-0127；Y04→REF-0328；Y05→REF-0329；Y06→REF-0481；Y07→REF-0482
HC-0143,"1,2-Dimethylcyclohexane, cis-",2207-01-4,reported,16628,C8H16,KVZJLSYJROEPSQ-OCAPTIKFSA-N,CC1CCCCC1C,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,2.0,1.09861228866811,2.52,43.399,32.70461842,0.75358,-52.15,129.85,16.99,1.0733,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0330；Y02→REF-0330/REF-0001；Y03→REF-0001；Y04→REF-0331；Y05→REF-0332；Y06→REF-0481；Y07→REF-0479
HC-0144,"1,3-Diethylcyclopentane, cis",62016-59-5,reported,6431020,C9H18,RUUVWUNHERVOAY-DTORHVGOSA-N,CCC1CCC(CC)C1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,2.0,1.09861228866811,3.2396694214876,43.423,33.43571,0.77,-52.4,149.1,30.14,0.7617,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0145,"1,3-Dimethylcyclohexane, cis-",638-04-0,reported,252361,C8H16,SGVUHPSBDNVHKL-OCAPTIKFSA-N,CC1CCCC(C)C1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,2.0,1.09861228866811,2.52,43.309,32.63679622,0.75358,-77.06,119.85,10.16,0.5948,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0333；Y02→REF-0333/REF-0001；Y03→REF-0001；Y04→REF-0334；Y05→REF-0335；Y06→REF-0481；Y07→REF-0482
HC-0146,1-Ethyl-1-methylcyclopentane,16747-50-5,reported,28030,C8H16,LETYIFNDQBJGPJ-UHFFFAOYSA-N,CCC1(C)CCCC1,development,C8H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,112.216,2.0,0.0,1.0,1.0,1.09861228866811,2.08264462809917,43.423,33.8959938,0.7806,-143.8,121.6,11.35,0.6035,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0147,1-Methyl-4-isopropylcyclohexane,99-82-1,reported,7459,C10H20,CFJYNSNXFXLKNS-UHFFFAOYSA-N,CC1CCC(C(C)C)CC1,development,C10H20,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,140.27,2.0,0.0,1.0,3.0,1.6094379124341,3.40828402366864,43.423,34.9077497,0.8039,-89.84,170.9,45.0,0.9226,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0336；Y03→REF-0336；Y04→REF-0336；Y05→REF-0336；Y06→REF-0479；Y07→REF-0482
HC-0148,"2-Butyl-1,1,3-trimethylcyclohexane",54676-39-0,reported,549926,C13H26,PUUCZCJOATUHNE-UHFFFAOYSA-N,CCCCC1C(C)CCCC1(C)C,development,C13H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,182.351,2.0,0.0,1.0,3.0,1.09861228866811,4.48148148148148,43.423,35.8543711,0.8257,-1.9,212.3,73.3,1.352,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0149,Beta-Bisabolene,495-61-4,reported,10104370,C15H24,XZRVRYFILCSYSP-OAHLLOKOSA-N,C=C(CCC=C(C)C)C1CC=C(C)CC1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,204.357,1.6,0.0,1.0,4.0,1.09861228866811,5.94671495238704,42.1,36.7533,0.873,6.1,277.0,117.49,2.5911,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0150,Bisabolane,29799-19-7,reported,520453,C15H30,NOWQRWPUNHMSAF-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC(C)CC1,development,C15H30,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,210.405,2.0,0.0,1.0,4.0,1.6094379124341,6.55401662049861,43.423,35.797921200000005,0.8244,-6.7,242.3,93.79,1.8125,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0151,Butylcyclopentane,2040-95-1,reported,16269,C9H18,ZAGHKONXGGSVDV-UHFFFAOYSA-N,CCCCC1CCCC1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,1.0,1.09861228866811,3.92,43.598,33.25263058,0.76271,-108.15,156.75,35.36,0.8141,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0337；Y02→REF-0337/REF-0001；Y03→REF-0001；Y04→REF-0338；Y05→REF-0339；Y06→REF-0481；Y07→REF-0482
HC-0152,"cis-1,3-Dimethylcyclopentane",2532-58-3,reported,17326,C7H14,XAZKFISIRYLAEE-KNVOCYPGSA-N,CC1CCC(C)C1,development,C7H14,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,98.189,2.0,0.0,1.0,2.0,1.09861228866811,1.85185185185185,43.582,32.34525294,0.74217,-134.15,90.85,-9.65,0.4703,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0340；Y02→REF-0340/REF-0001；Y03→REF-0001；Y04→REF-0341；Y05→REF-0342；Y06→REF-0481；Y07→REF-0482
HC-0153,Cyclogeraniolane,3073-66-3,reported,18309,C9H18,PYOLJOJPIPCRDP-UHFFFAOYSA-N,CC1CCCC(C)(C)C1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,2.0,1.09861228866811,2.31952662721893,43.423,34.304170000000006,0.79,-65.7,136.6,21.6,0.6844,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0154,Cyclohexene,,not available or not unambiguously resolved,8079,C6H10,HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1=CCCCC1,development,C6H10,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,82.146,1.66666666666667,0.0,1.0,0.0,1.09861228866811,2.01232332552295,42.326,34.101634940000004,0.80569,-103.5,83.0,-15.01,0.6605,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0343；Y03→REF-0343；Y04→REF-0344；Y05→REF-0344；Y06→REF-0481；Y07→REF-0479
HC-0155,"Cyclohexene, 4-methyl-1-(1-methylethyl)-",500-00-5,reported,10369,C10H18,YYCPSEFQLGXPCO-UHFFFAOYSA-N,CC1CC=C(C(C)C)CC1,development,C10H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,138.254,1.8,0.0,1.0,3.0,1.09861228866811,3.22592672185406,42.771,35.200533,0.823,-42.0,167.0,42.36,0.8911,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0156,Cyclopentene,,not available or not unambiguously resolved,8882,C5H8,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,C1=CCCC1,development,C5H8,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,68.119,1.6,0.0,1.0,0.0,1.09861228866811,1.24972956613078,42.1,32.5854,0.774,-135.0,44.444,-41.34,0.2656,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0345；Y03→REF-0345；Y04→REF-0345；Y05→REF-0345；Y06→REF-0481；Y07→REF-0479
HC-0157,gamma-Bisabolene,495-62-5,reported,62346,C15H24,XBGUIVFBMBVUEG-UHFFFAOYSA-N,CC(C)=CCCC(C)=C1CC=C(C)CC1,development,C15H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,204.357,1.6,0.0,1.0,4.0,1.09861228866811,5.94671495238704,42.1,36.698570000000004,0.8717,5.9,271.8,113.94,2.4527,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0004；Y03→REF-0004；Y04→REF-0004；Y05→REF-0004；Y06→REF-0481；Y07→REF-0482
HC-0158,Gamma-Terpinene,99-85-4,reported,7461,C10H16,YKFLAYDHMOASIY-UHFFFAOYSA-N,CC1=CCC(C(C)C)=CC1,development,C10H16,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,136.238,1.6,0.0,1.0,3.0,1.09861228866811,3.04628040762656,42.1,35.57029,0.8449,-10.0,182.0,50.0,1.0197,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0346；Y03→REF-0346；Y04→REF-0347；Y05→REF-0348；Y06→REF-0479；Y07→REF-0482
HC-0159,Isopropylcyclohexane,696-29-7,reported,12763,C9H18,GWESVXSMPKAFAS-UHFFFAOYSA-N,CC(C)C1CCCCC1,development,C9H18,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,126.243,2.0,0.0,1.0,2.0,1.6094379124341,3.2396694214876,43.423,34.83132522,0.80214,-90.4,152.85,32.7,0.7869,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0349；Y03→REF-0349；Y04→REF-0350；Y05→REF-0351；Y06→REF-0481；Y07→REF-0482
HC-0160,Nonylcyclohexane,2883-02-5,reported,17900,C15H30,CLMFECCMAVQYQA-UHFFFAOYSA-N,CCCCCCCCCC1CCCCC1,development,C15H30,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,210.405,2.0,0.0,1.0,1.0,1.09861228866811,9.2421875,43.793,35.753043129999995,0.81641,-6.96,271.85,113.97,2.454,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0352；Y02→REF-0352/REF-0146；Y03→REF-0146；Y04→REF-0002；Y05→REF-0353；Y06→REF-0481；Y07→REF-0482
HC-0161,Pentylcyclohexane,4292-92-6,reported,20284,C11H22,HLTMUYBTNSVOFY-UHFFFAOYSA-N,CCCCCC1CCCCC1,development,C11H22,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,monocyclic alicyclic,False,154.297,2.0,0.0,1.0,1.0,1.09861228866811,5.625,43.781,35.20473991,0.80411,-52.04,203.85,67.53,1.2481,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0354；Y02→REF-0354/REF-0146；Y03→REF-0146；Y04→REF-0002；Y05→REF-0355；Y06→REF-0481；Y07→REF-0482
HC-0162,"5-Methyl-1,2,3,4-tetrahydronaphthalene",2809-64-5,reported,17768,C11H14,YXOVIGZJPGLNGM-UHFFFAOYSA-N,Cc1cccc2c1CCCC2,development,C11H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,polycyclic aromatic,True,146.233,1.27272727272727,0.545454545454545,2.0,3.0,0.693147180559945,2.68933715061274,38.665,35.2632533,0.91202,-23.05,234.05,88.16,1.6697,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0356；Y02→REF-0356/REF-0001；Y03→REF-0001；Y04→REF-0357；Y05→REF-0358；Y06→REF-0481；Y07→REF-0482
HC-0163,Alpha-Methylstyrene,,not available or not unambiguously resolved,7407,C9H10,XYLMUPLGERFSHI-UHFFFAOYSA-N,C=C(C)c1ccccc1,development,C9H10,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,True,118.179,1.11111111111111,0.666666666666667,1.0,2.0,1.09861228866811,2.49220109353075,40.372,36.73852,0.91,-23.2,165.4,41.27,0.8785,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0359；Y03→REF-0359；Y04→REF-0360；Y05→REF-0360；Y06→REF-0481；Y07→REF-0482
HC-0164,"Benzene, 1-methyl-3-propyl-",1074-43-7,reported,14092,C10H14,QUEBYVKXYIKVSO-UHFFFAOYSA-N,CCCc1cccc(C)c1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,2.0,0.693147180559945,3.40377229355524,41.363,36.20834294,0.87538,-82.58,180.85,51.82,1.0091,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0361；Y02→REF-0361/REF-0001；Y03→REF-0001；Y04→REF-0362；Y05→REF-0363；Y06→REF-0481；Y07→REF-0482
HC-0165,Dodecylbenzene,123-01-3,reported,31237,C18H30,KWKXNDCHNDYVRT-UHFFFAOYSA-N,CCCCCCCCCCCCc1ccccc1,development,C18H30,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,246.438,1.66666666666667,0.333333333333333,1.0,1.0,1.09861228866811,11.3183575545142,42.326,36.18407414,0.85489,-3.15,316.85,144.71,4.2604,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0364；Y03→REF-0364；Y04→REF-0365；Y05→REF-0366；Y06→REF-0481；Y07→REF-0479
HC-0166,"3,7-dimethyldecane",,not available or not unambiguously resolved,,C12H26,VDAVEASVPZDNQB-UHFFFAOYSA-N,CCCC(C)CCCC(C)CC,development,C12H26,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,170.34,2.16666666666667,0.0,0.0,2.0,0.693147180559945,7.63888888888889,43.952682869555,33.28250722382752,0.757234941098022,-78.15,200.13,64.98879,1.2052516959872,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0167,Hexylbenzene,1077-16-3,reported,14109,C12H18,LTEQMZWBSYACLV-UHFFFAOYSA-N,CCCCCCc1ccccc1,development,C12H18,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,162.276,1.5,0.5,1.0,1.0,1.09861228866811,5.81795457528508,41.757,35.8525602,0.8586,-63.45,220.85,79.14,1.4467,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0198；Y03→REF-0198；Y04→REF-0369；Y05→REF-0370；Y06→REF-0481；Y07→REF-0479
HC-0168,Octylbenzene,2189-60-8,reported,16607,C14H22,CDKDZKXSXLNROY-UHFFFAOYSA-N,CCCCCCCCc1ccccc1,development,C14H22,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,190.33,1.57142857142857,0.428571428571429,1.0,1.0,1.09861228866811,7.60777617547046,42.002,35.96505254,0.85627,-23.15,260.85,106.46,2.1884,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0364；Y03→REF-0364；Y04→REF-0371；Y05→REF-0372；Y06→REF-0481；Y07→REF-0482
HC-0169,Styrene,,not available or not unambiguously resolved,7501,C8H8,PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,development,C8H8,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,True,104.152,1.0,0.75,1.0,1.0,1.09861228866811,2.31410721951466,39.961,36.21505586,0.90626,-30.65,145.0,27.34,0.6643,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0373；Y03→REF-0373；Y04→REF-0374；Y05→REF-0375；Y06→REF-0481；Y07→REF-0479
HC-0170,Tert-Butylbenzene,98-06-6,reported,7366,C10H14,YTZKOQUCBOVLHL-UHFFFAOYSA-N,CC(C)(C)c1ccccc1,development,C10H14,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,134.222,1.4,0.6,1.0,2.0,2.56494935746154,2.45179018632659,41.408,35.70321984,0.86223,-57.8,169.1,43.8,0.9736,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0376；Y03→REF-0376；Y04→REF-0377；Y05→REF-0378；Y06→REF-0481；Y07→REF-0479
HC-0171,Tridecylbenzene,123-02-4,reported,31238,C19H32,MCVUKOYZUCWLQQ-UHFFFAOYSA-N,CCCCCCCCCCCCCc1ccccc1,development,C19H32,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,260.465,1.68421052631579,0.315789473684211,1.0,1.0,1.09861228866811,12.2638853041782,42.385,36.239174999999996,0.855,10.0,346.0,164.62,5.6315,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0379；Y03→REF-0379；Y04→REF-0379；Y05→REF-0379；Y06→REF-0481；Y07→REF-0482
HC-0172,Undecylbenzene,6742-54-7,reported,23194,C17H28,XBEADGFTLHRJRB-UHFFFAOYSA-N,CCCCCCCCCCCc1ccccc1,development,C17H28,pure single-component molecule,hydrocarbon (C/H only),False,False,aromatic,monocyclic aromatic,False,232.411,1.64705882352941,0.352941176470588,1.0,1.0,1.09861228866811,10.3788097463852,42.26,36.208368,0.8568,-5.0,295.85,130.37,3.1743,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0209；Y03→REF-0209；Y04→REF-0380；Y05→REF-0381；Y06→REF-0481；Y07→REF-0482
HC-0173,4-methyldecane,,not available or not unambiguously resolved,,C11H24,DVWZNKLWPILULD-UHFFFAOYSA-N,CCCCCCC(C)CCC,development,C11H24,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,156.313,2.18181818181818,0.0,0.0,1.0,0.693147180559945,8.1,44.0001791277757,33.01238360372469,0.750278391091485,-74.42,177.69,49.66227,0.980638755546608,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0175,4-propyldecane,17312-61-7,reported,529908,C13H28,DEYIWSIHCYZIOF-UHFFFAOYSA-N,CCCCCCC(CCC)CCC,development,C13H28,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,branched alkane,False,184.367,2.15384615384615,0.0,0.0,1.0,1.09861228866811,10.0833333333333,43.9124138267694,33.51548269581053,0.763234807087266,-51.88,223.45,80.91635,1.50515154401672,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001；Y03→REF-0001；Y04→REF-0002；Y05→REF-0002；Y06→REF-0481；Y07→REF-0482
HC-0176,Dicyclopentadiene,,not available or not unambiguously resolved,6492,C10H12,HECLRDQVFMWTQS-UHFFFAOYSA-N,C1=CC2C3C=CC(C3)C2C1,development,C10H12,pure single-component molecule,hydrocarbon (C/H only),False,False,non-aromatic,polycyclic alicyclic,True,132.206,1.2,0.0,3.0,4.0,0.693147180559945,1.55280239201127,40.696,37.8554192,0.9302,32.9,166.6,42.09,0.8146,X01→REF-0488；X02/X05/X06→REF-0491；X03→REF-0490；X04→REF-0489；X07→REF-0492；Y01→REF-0001；Y02→REF-0001/REF-0386；Y03→REF-0386；Y04→REF-0386；Y05→REF-0387；Y06→REF-0481；Y07→REF-0479
